|IX9,"Enfermedades de las venas y de los vasos y ganglios linfáticos, no clasificados en otra parte",9
|V1,"Trastornos mentales orgánicos, incluidos los trastornos sintomáticos",5
|V1x,Trastornos mentales y de comportamiento debidos al consumo de psicotrópicos,5
|V10,Trastorno mental no especificado,5
|V2,"Esquizofrenia,trastornos esquizotípicos y trastornos delirantes",5
|V3,Trastornos del humor (afectivos),5
|V4,"Trastornos neuróticos, trastornos relacionados con el stress y trastornos somatomorfos",5
|V5,Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos,5
|V6,Trastornos de la personalidad y del comportamiento en adultos,5
|V7,Retraso mental,5
|V8,Trastornos del desarrollo psicológico,5
|V9,Trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez u en la adolescencia,5
|VI1,Enfermedades inflamatorias del sistema nervioso central,6
|VI10,Parálisis cerebral y otros síndromes paralíticos,6
|VI11,Otros trastornos del sistema nervioso,6
|VI2,Atrofias sistémicas que afectan principalmente el sistema nervioso central,6
|VI3,Trastornos extrapiramidales y del movimiento,6
|VI4,Otras enfermedades degenerativas del sistema nervioso,6
|VI5,Enfermedades desmielinizantes del sistema nervioso central,6
|VI6,Trastornos episódicos y paroxístico,6
|VI7,"Trastorno de los nervios,de las raíces y de los plexos nerviosos",6
|VI8,Polineuropatías y otros trastornos del sistema nervioso periférico,6
|VI9,Enfermedades musculares y de la unión neuromuscular,6
|VII1,"Trastornos del párpado, aparato lagrimal y órbita",7
|VII10,Alteración de la visión y ceguera,7
|VII11,Otros trastornos del ojo y sus anexos,7
|VII2,Trastornos de la conjuntiva,7
|VII3,"Trastornos de la esclerótica, córnea, iris y cuerpo ciliar",7
|VII4,Trastornos del cristalino,7
|VII5,Trastornos de la coroides y retina,7
|VII6,Glaucoma,7
|VII7,Trastornos del cuerpo vítreo y del globo ocular,7
|VII8,Trastornos del nervio óptico y de las vías ópticas,7
|VII9,Trastornos de los músculos oculares del movimiento binocular de la acomodación y de la refracción,7
|VIII1,Enfermedades del oído externo,8
|VIII2,Enfermedades del oído medio y de la mastoides,8
|VIII3,Enfermedades del oído interno,8
|VIII4,Otros trastornos del oído,8
|X1,Infecciones agudas de las vías respiratorias superiores,10
|X10,Otras enfermedades del sistema respiratorio,11
|X2,Gripe y neumonía,10
|X3,Otras infecciones agudas de las vías respiratorias inferiores,10
|X4,Otras enfermedades de las vías respiratorias superiores,10
|X5,Enfermedades crónicas de las vías respiratorias inferiores,10
|X6,Enfermedades del pulmón debida a agentes externos,10
|X7,Otras enfermedades respiratorias que afectan principalmente al intersticio,10
|X8,Afecciones supurativas y necróticas de las vías respiratorias inferiores,10
|X9,Otras enfermedades de la pleura,10
|XI1,Enfermedades de la cavidad bucal de las glándulas salivales y de los maxilares,11
|XI10,Otras enfermedades del sistema digestivo,11
|XI2,"Enfermedades del esófago, del estómago y del duodeno",11
|XI3,Enfermedades del apéndice,11
|XI4,Hernia,11
|XI5,Enteritis y colitis no infecciosa,11
|XI6,Otras enfermedades de los intestinos,11
|XI7,Enfermedades del peritoneo,11
|XI8,Enfermedades del hígado,11
|XI9,"Trastornos de la vesícula biliar, de las vías biliares del páncreas",11
|XII1,Infecciones de la piel y del tejido subcutáneo,12
|XII2,Dermatitis y eczema,12
|XII3,Trastornos papuloescamosos,12
|XII4,Urticaria y eritema,12
|XII5,Trastornos de la piel y del tejido subcutáneo relacionados con radiación,12
|XII6,Trastornos de las faneras,12
|XII7,Otros trastornos de la piel y del tejido subcutáneo,12
|XIII1,Artropatías infecciosas,13
|XIII10,Otros trastornos de los tejidos blandos,13
|XIII11,Trastornos de la densidad y de la estructura óseas,13
|XIII12,Otras osteopatías,13
|XIII13,Condropatías,13
|XIII14,Otros trastornos del sistema osteomuscular y del tejido conjuntivo,13
|XIII2,Artrosis,13
|XIII3,Otros trastornos articulares,13
|XIII4,Trastornos sistémicos del tejido conjuntivo,13
|XIII5,Dorsopatías deformantes,13
|XIII6,Espondilopatías,13
|XIII7,Otras dorsopatías,13
|XIII8,Trastornos de los músculos,13
|XIII9,Trastornos de los tendones y de la sinovial,13
|XIV1,Enfermedades glomerulares,14
|XIV10,Trastornos no inflamatorios de los órganos pélvicos femeninos,14
|XIV11,Otros trastornos del sistema genitourinario,14
|XIV2,Enfermedad renal tubulointersticial,14
|XIV3,Insuficiencia renal,14
|XIV4,Litiasis urinaria,14
|XIV5,Otros trastornos del riñón y del uréter,14
|XIV6,Otras enfermedades del sistema urinario,14
|XIV7,Enfermedades de los órganos genitales masculinos,14
|XIV8,Trastornos de la mama,14
|XIV9,Enfermedades inflamatorias de los órganos pélvicos femeninos,14
|XIX1,Traumatismo de la cabeza,19
|XIX10,Traumatismos del tobillo y del pie,19
|XIX11,Traumatismos que afectan múltiples regiones del cuerpo,19
|XIX12,"Traumatismos de parte no especificada del tronco, miembro o región del cuerpo",19
|XIX13,Efectos de cuerpos extraños que penetran por orificios naturales,19
|XIX14,"Quemaduras y corrosiones de la superficie externa del cuerpo, especificadas por sitio",19
|XIX15,Quemaduras y corrosiones limitadas al ojo y órganos internos,19
|XIX16,Quemaduras y corrosiones de múltiples regiones del cuerpo y las no especificadas,19
|XIX17,Congelamiento,19
|XIX18,"Envenenamiento por drogas, medicamentos y sustancias biológicas",19
|XIX19,Efectos tóxicos de sustancias de procedencia principalmente no medicinal,19
|XIX2,Traumatismos del cuello,19
|XIX20,Otros efectos y los no especificados de causas externas,19
|XIX21,Algunas complicaciones precoces de traumatismos,19
|XIX22,"Complicaciones de la atención médica y quirúrgica, no clasificadas en otra parte",19
|XIX23,"Secuela de traumatismos, de envenenamientos y de otras consecuencia de causa externa",19
|XIX3,Traumatismos del tórax,19
|XIX4,"Traumatismos del abdomen, de la región lumbosacra de la columna lumbar y de la pelvis",19
|XIX5,Traumatismos del hombro y del brazo,19
|XIX6,Traumatismos del antebrazo y del codo,19
|XIX7,Traumatismos de la muñeca y de la mano,19
|XIX8,Traumatismos de la cadera y del muslo,19
|XIX9,Traumatismos de la rodilla y de la pierna,19
|XV1,Embarazo terminado en aborto,15
|XV2,"Edema, proteinuria y trastornos hipertensivos en el embarazo, el parto y el puerperio",15
|XV3,Otros trastornos maternos relacionados principalmente con el embarazo,15
|XV4,Atención materna relacionada con el feto y la cavidad amniótica y con posibles problemas del parto,15
|XV5,Complicaciones del trabajo de parto y del parto,15
|XV6,Parto,15
|XV7,Complicaciones principalmente relacionadas con el puerperio,15
|XV8,Otras afecciones obstétricas no clasificadas en otra parte,15
|XVI1,Feto y recién nacido afectados por factores maternos y por complicaciones del embarazo trabajo de parto y del parto,16
|XVI10,Otros trastornos originados en el período perinatal,16
|XVI2,Trastornos relacionados con la duración de la gestación y el crecimiento fetal,16
|XVI3,Traumatismo del nacimiento,16
|XVI4,Trastornos respiratorios y cardiovasculares específicos del período perinatal,16
|XVI5,Infecciones específicas del período perinatral,16
|XVI6,Trastornos hemorrágicos y hematológicos del feto y del recién nacido,16
|XVI7,Trastornos endocrinos y metabólicos transitorios específicos del feto y del recién nacido,16
|XVI8,Trastornos del sistema digestivo del feto y del recién nacido,15
|XVI9,Afecciones asociadas con la regulación tegumentaria y la temperatura del feto y del recién nacido,15
|XVII1,Malformaciones congénitas del sistema nervioso,17
|XVII10,Otras malformaciones congénitas,17
|XVII11,Anomalías cromosómicas no clasificadas en otra parte,17
|XVII2,"Malformaciones congénitas del ojo, del oído de la cara y del cuello",17
|XVII3,Malformaciones congénitas del sistema circulatorio,17
|XVII4,Malformaciones congénitas del sistema respiratorio,17
|XVII5,Fisura del paladar y labio leporino,17
|XVII6,Otras malformaciones congénitas del sistema digestivo,17
|XVII7,Malformaciones congénitas de los órganos genitales,17
|XVII8,Malformaciones congénitas del sistema urinario,17
|XVII9,Malformaciones y deformidades congénitas del sistema osteomuscular,17
|XVIII1,Síntomas y signos que involucran los sistemas circulatorios y respiratorios,18
|XVIII10,Hallazgos anormales en el examen de orina sin diagnóstico,18
|XVIII11,Hallazgos anormales en el examen de otros líquidos sustancias y tejidos corporales sin diagnóstico,18
|XVIII12,"Hallazgos anormales en diagnóstico por imágenes y en estudios funcionales, sin diagnóstico",18
|XVIII2,Síntomas y signos que involucran el sistema digestivo y el abdomen,18
|XVIII3,Síntomas y signos que involucran la piel y el tejido subcutáneo,18
|XVIII4,Síntomas y signos que involucran los sistemas nervioso y osteomuscular,18
|XVIII5,Síntomas y signos que involucran el sistema urinario,18
|XVIII6,"Síntomas y signos que involucran el conocimiento la percepción, el estado emocional y la conducta",18
|XVIII7,Síntomas y signos que involucran el habla y la voz,18
|XVIII8,Síntomas y signos generales,18
|XVIII9,Hallazgos anormales en el examen de sangre sin diagnóstico,18
|XX1,Peatón lesionado en accidente de transporte,20
|XX10,Accidentes de transporte por agua,20
|XX11,Accidentes de transporte aéreo y espacial,20
|XX12,Otros accidentes de transporte y los no especificados,20
|XX13,Otras causas externas de traumatismos accidentales Caídas,20
|XX14,Exposición a fuerzas mecánicas inanimadas,20
|XX15,Exposición a fuerzas mecánicas animadas,20
|XX16,Ahogamiento y sumersión accidentales,20
|XX17,Otros accidentes que obstruyen la respiración,20
|XX18,Exposición a la corriente eléctrica radiación y temperatura y presión del aire ambientales extremas,20
|XX19,Exposición al fuego humo y llamas,20
|XX2,Ciclista lesionado en accidente de transporte,20
|XX20,Contacto con calor y sustancias calientes,20
|XX21,Contacto traumático con animales y plantas venenosas,20
|XX22,Exposición a fuerzas de la naturaleza,20
|XX23,"Envenenamiento accidental por, y exposición a sustancias nocivas",20
|XX24,"Exceso de esfuerzo, viajes y privación",20
|XX25,Exposición accidental a otros factores y a los no especificados,20
|XX26,Lesiones autoinfligidas intencionalmente,20
|XX27,Agresiones,20
|XX28,Eventos de intención no determinada,20
|XX29,Intervención legal y operaciones de guerra,20
|XX3,Motociclista lesionado en accidente de transporte,20
|XX30,Drogas medicamentos y sustancias biológicas causantes de efectos adversos en su uso terapéutico,20
|XX31,Incidentes ocurridos al paciente durante la atención médica y quirúrgica,20
|XX32,Dispositivos médicos de diagnóstico y de uso terapéutico asociados con incidentes adversos,20
|XX33,"Procedimientos quirúrgicos y otros procedimientos médicos como causa de reacción anormal del paciente o complicación posterior, sin mención de incidente en el momento de efectuar el procedimiento",20
|XX34,Secuelas de causas externas de morbilidad y mortalidad,20
|XX35,Factores suplementarios relacionados con causas de morbilidad y de mortalidad clasificadas en otra parte,20
|XX4,Ocupante de vehículo de motor de tres ruedas lesionado en accidente de transporte,20
|XX5,Ocupante de automóvil lesionado en accidente de transporte,20
|XX6,Ocupante de camioneta o furgoneta lesionado en accidente de transporte,20
|XX7,Ocupante de vehículo de transporte pesado lesionado en accidente de transporte,20
|XX8,Ocupante de autobús lesionado en accidente de transporte,20
|XX9,Otros accidentes de transporte terrestre,20
|XXI1,Personas en contacto con los servicios de salud para investigación o exámenes,21
|XXI2,"Personas con riesgos potenciales para su salud, relacionados con enfermedades transmisibles",21
|XXI3,Personas en contacto con los servicios de salud en circunstancias relacionadas con la reproducción,21
|XXI4,Personas en contacto con los servicios de salud para procedimientos específicos y cuidados de salud,21
|XXI5,"Personas con riesgos potenciales para su salud, relacionados con circunstancias económicas y psicosociales",21
|XXI6,Personas en contacto con los servicios de salud por otras circunstancias,21
|XXI7,Personas con riesgos potenciales para su salud relacionados con su historia familiar y personal y algunas condiciones que influyen en su estado de salud,21
|XXII1,Asignación provisional de nuevas enfermedades de etiología incierta,22
|XXII2,Agentes bacterianos resistentes a los antibióticos,22
XXII,Códigos para situaciones especiales,22
A00,Cólera,|I1
A000,"Cólera debido a vibrio cholerae o1, biotipo cholerae",
A001,"Cólera debido a vibrio cholerae o1, biotipo el tor",
A009,Cólera no especificado,
A01,Fiebres tifoidea y paratifoidea,|I1
A010,Fiebre tifoidea,
A011,Fiebre paratifoidea a,
A012,Fiebre paratifoidea b,
A013,Fiebre paratifoidea c,
A014,"Fiebre paratifoidea, no especificada",
A02,Otras infecciones debidas a Salmonella,|I1
A020,Enteritis debida a Salmonella,
A021,Septicemia debida a Salmonella,
A022,Infecciones localizadas debida a Salmonella,
A028,Otras infecciones especificadas como debidas a Salmonella,
A029,Infección debida a Salmonella no especificada,
A03,Shigelosis,|I1
A030,Shigelosis debida a shigella dysenteriae,
A031,Shigelosis debida a shigella flexneri,
A032,Shigelosis debida a shigella boydii,
A033,Shigelosis debida a shigella sonnei,
A038,Otras shigelosis,
A039,Shigelosis de tipo no especificado,
A04,Otras infecciones intestinales bacterianas,|I1
A040,Infección debida a escherichia coli enteropatogena,
A041,Infección debida a escherichia coli enterotoxigena,
A042,Infección debida a escherichia coli enteroinvasiva,
A043,Infección debida a escherichia coli enterohemorrágica,
A044,Otras infecciones intestinales debidas a escherichia coli,
A045,Enteritis debida a campylobacter,
A046,Enteritis debida a yersinia enterocolítica,
A047,Enterocolitis debida a clostridium difficile,
A048,Otras infecciones intestinales bacterianas especificadas,
A049,"Infección intestinal bacteriana, no especificada",
A05,Otras intoxicaciones alimentarias bacterias,|I1
A050,Intoxicación alimentaria estafilococica,
A051,Botulismo,
A052,Intoxicación alimentaria debida a clostridium perfringens [clostridium welchii],
A053,Intoxicación alimentaria debida a vibrio parahaemolyticus,
A054,Intoxicación alimentaria debida a bacillus cereus,
A058,Otras intoxicaciones alimentarias debidas a bacterias especificadas,
A059,"Intoxicación alimentaria bacteriana, no especificada",
A06,Amebiasis,|I1
A060,Disentería amebiana aguda,
A061,Amebiasis intestinal crónica,
A062,Colitis amebiana no disentérica,
A063,Ameboma intestinal,
A064,Absceso amebiano del hígado,
A065,Absceso amebiano del pulmón (j99.8),
A066,Absceso amebiano del cerebro (g07),
A067,Amebiasis cutánea,
A068,Infección amebiana de otras localizaciones,
A069,"Amebiasis, no especificada",
A07,Otras enfermedades intestinales debidas a protozoarios,|I1
A070,Balantidiasis,
A071,Giardiasis [lambliasis],
A072,Criptosporidiosis,
A073,Isosporiasis,
A078,Otras enfermedades intestinales especificadas debidas a protozoarios,
A079,"Enfermedad intestinal debida a protozoarios, no especificada",
A08,Infecciones intestinales debidas a virus y otros organismos especificados,|I1
A080,Enteritis debida a rotavirus,
A081,Gastroenteropatía aguda debida al agente de norwalk,
A082,Enteritis debida a adenovirus,
A083,Otras enteritis virales,
A084,"Infección intestinal viral, sin otra especificación",
A085,Otras infecciones intestinales especificadas,
A09,Diarrea y gastroenteritis de presunto origen infeccioso,|I1
A15,"Tuberculosis respiratoria, confirmada bacteriológica e histológicamente",|I2
A150,"Tuberculosis del pulmón, confirmada por hallazgo microscópico del bacilo tuberculoso en esputo, con o sin cultivo",
A151,"Tuberculosis del pulmón, confirmada únicamente por cultivo",
A152,"Tuberculosis del pulmón, confirmada histológicamente",
A153,"Tuberculosis del pulmón , confirmada por medios no especificados",
A154,"Tuberculosis de ganglios linfáticos intratorácicos, confirmada bacteriológica e histológicamente",
A155,"Tuberculosis de laringe, traquea y bronquios, confirmada bacteriológica e histológicamente",
A156,"Pleuresia tuberculosa, confirmada bacteriológica e histológicamente",
A157,"Tuberculosis respiratoria primaria, confirmada bacteriológica e histológicamente",
A158,"Otras tuberculosis respiratorias, confirmadas bacteriológica e histológicamente",
A159,"Tuberculosis respiratoria no especificada, confirmada bacteriológicamente e histológicamente",
A16,"Tuberculosis respiratoria, no confirmada bacteriológica e histológicamente",|I2
A160,"Tuberculosis del pulmón, con examen bacteriológico e histológico negativos",
A161,"Tuberculosis del pulmón, sin examen bacteriológico e histológico",
A162,"Tuberculosis de pulmón, sin mención de confirmación bacteriológica o histológica",
A163,"Tuberculosis de ganglios linfáticos intratorácicos, sin mención de confirmación bacteriológica o histología",
A164,"Tuberculosis de laringe, traquea y bronquios, sin mención de confirmación bacteriológica o histología",
A165,"Pleuresia tuberculosa, sin mención de confirmación bacteriológica e histología",
A167,"Tuberculosis respiratoria primaria, sin mención de confirmación bacteriológica e histología",
A168,"Otras tuberculosis respiratorias, sin mención de confirmación",
A169,"Tuberculosis respiratoria no especificada, sin mención de confirmación bacteriológica o histológica",
A17,Tuberculosis del sistema nervioso,|I2
A170,Meningitis tuberculosa (g01),
A171,Tuberculoma meníngeo (g07),
A178,Otras tuberculosis del sistema nervioso,
A179,"Tuberculosis del sistema nervioso, no especificada (g99.8)",
A18,Tuberculosis de otros órganos,|I2
A180,Tuberculosis de huesos y articulaciones,
A181,Tuberculosis del aparato genitourinario,
A182,Linfadenopatía periférica tuberculosa,
A183,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentéricos",
A184,Tuberculosis de la piel y el tejido subcutáneo,
A185,Tuberculosis del ojo,
A186,Tuberculosis del oído,
A187,Tuberculosis de glándulas suprarrenales (e35.1),
A188,Tuberculosis de otros órganos especificados,
A19,Tuberculosis miliar,|I2
A190,Tuberculosis miliar aguda de un solo sitio especificado,
A191,Tuberculosis miliar aguda de sitios múltiples,
A192,"Tuberculosis miliar aguda, no especificada",
A198,Otras tuberculosis miliares,
A199,"Tuberculosis miliar, sin otra especificación",
A20,Peste,|I3
A200,Peste bubónica,
A201,Peste celulocutanea,
A202,Peste neumónica,
A203,Meningitis por peste,
A207,Peste septicémica,
A208,Otras formas de peste,
A209,"Peste, no especificada",
A21,Tularemia,|I3
A210,Tularemia ulceroglandular,
A211,Tularemia oculoglandular,
A212,Tularemia pulmonar,
A213,Tularemia gastrointestinal,
A217,Tularemia generalizada,
A218,Otras formas de tularemia,
A219,"Tularemia , no especificada",
A22,Carbunco (ántrax),|I3
A220,Carbunco cutáneo,
A221,Carbunco pulmonar,
A222,Carbunco gastrointestinal,
A227,Carbunco septicémico,
A228,Otras formas de carbunco,
A229,"Carbunco, no especificado",
A23,Brucelosis,|I3
A230,Brucelosis debida a brucella melitensis,
A231,Brucelosis debida a brucella abortus,
A232,Brucelosis debida a brucella suis,
A233,Brucelosis debida a brucella canis,
A238,Otras brucelosis,
A239,"Brucelosis, no especificada",
A24,Muermo y melioidosis,|I3
A240,Muermo,
A241,Melioidosis aguda y fulminante,
A242,Melioidosis subaguda y crónica,
A243,Otras melioidosis,
A244,"Melioidosis , no especificada",
A25,Fiebre por mordedura de rata,|I3
A250,Espirilosis,
A251,Estreptobacilosis,
A259,"Fiebre por mordedura de rata, no especificada",
A26,Erisipeloide,|I3
A260,Erisipeloide cutáneo,
A267,Septicemia por erysipelothrix,
A268,Otras formas de erisipeloide,
A269,"Erisipeloide, no especificada",
A27,Leptospirosis,|I3
A270,Leptospirosis icterohemorrágica,
A278,Otras formas de leptospirosis,
A279,"Leptospirosis, no especificada",
A28,"Otras enfermedades zoonóticas bacterianas, no clasificadas en otra parte",|I3
A280,Pasteurelosis,
A281,Enfermedad por rasguño de gato,
A282,Yersiniosis extraintestinal,
A288,"Otras enfermedades zoonóticas bacterianas especificadas, no clasificadas en otra parte",
A289,"Enfermedad zoonótica bacteriana, sin otra especificación",
A30,Lepra (enfermedad de Hansen),|I4
A300,Lepra indeterminada,
A301,Lepra tuberculoide,
A302,Lepra tuberculoide limítrofe,
A303,Lepra limítrofe,
A304,Lepra lepromatosa limítrofe,
A305,Lepra lepromatosa,
A308,Otras formas de lepra,
A309,"Lepra, no especificada",
A31,Infecciones debidas a otras micobacterias,|I4
A310,Infecciones por micobacterias pulmonares,
A311,Infección cutánea por micobacterias,
A318,Otras infecciones por micobacterias,
A319,"Infección por micobacteria, no especificada",
A32,Listeriosis,|I4
A320,Listeriosis cutánea,
A321,Meningitis y meningoencefalitis listeriana,
A327,Septicemia listeriana,
A328,Otras formas de listeriosis,
A329,"Listeriosis, no especificada",
A33,Tétanos neonatal,|I4
A34,Tétanos obstétrico,|I4
A35,Otros tétanos,|I4
A36,Difteria,|I4
A360,Difteria faríngea,
A361,Difteria nasofaríngea,
A362,Difteria laríngea,
A363,Difteria cutánea,
A368,Otras difterias,
A369,"Difteria, no especificada",
A37,Tos ferina (tos convulsiva),|I4
A370,Tos ferina debida a bordetella pertussis,
A371,Tos ferina debida a bordetella parapertussis,
A378,Tos ferina debida a otras especies de bordetella,
A379,"Tos ferina, no especificada",
A38,Escarlatina,|I4
A39,Infección meningocócica,|I4
A390,Meningitis meningocócica (g01),
A391,Síndrome de waterhouse,
A392,Meningococemia aguda,
A393,Meningococemia crónica,
A394,"Meningococemia, no especificada",
A395,Enfermedad cardíaca debida a meningococo,
A398,Otras infecciones meningocócicas,
A399,"Infección meningocócica, no especificada",
A40,Septicemia estreptocócica,|I4
A400,"Septicemia debida a estreptococo, grupo a",
A401,"Septicemia debida a estreptococo, grupo b",
A402,"Septicemia debida a estreptococo, grupo d",
A403,Septicemia debida a streptococcus pneumoniae,
A408,Otras septicemias estreptococicas,
A409,"Septicemia estreptocócica, no especificada",
A41,Otras septicemias,|I4
A410,Septicemia debida staphylococcus aureus,
A411,Septicemia debida a otro estafilococo especificado,
A412,Septicemia debida a estafilococo no especificado,
A413,Septicemia debida a haemophilus influenzae,
A414,Septicemia debida a anaerobios,
A415,Septicemia debida a otros organismos gramnegativos,
A418,Otras septicemias especificadas,
A419,"Septicemia, no especificada",
A42,Actinomicosis,|I4
A420,Actinomicosis pulmonar,
A421,Actinomicosis abdominal,
A422,Actinomicosis cervicofacial,
A427,Septicemia actinomicótica,
A428,Otras formas de actinomicosis,
A429,"Actinomicosis, sin otra especificación",
A43,Nocardiosis,|I4
A430,Nocardiosis pulmonar,
A431,Nocardiosis cutánea,
A438,Otras formas de nocardiosis,
A439,"Norcardiosis , no especificada",
A44,Bartonelosis,|I4
A440,Bartonelosis sistémicas,
A441,Bartonelosis cutánea y mucocutánea,
A448,Otras formas de bartonelosis,
A449,"Bartonelosis, no especificada",
A46,Erisipela,|I4
A48,"Otras enfermedades bacterianas, no clasificadas en otra parte",|I4
A480,Gangrena gaseosa,
A481,Enfermedad de los legionarios,
A482,Enfermedad de los legionarios no neumónica [fiebre de pontiac],
A483,Síndrome de choque toxico,
A484,Fiebre purpurica brasileña,
A488,Otras enfermedades bacterianas especificadas,
A49,Infección bacteriana de sitio no especificado,|I4
A490,"Infección estafilococica, sin otra especificación",
A491,"Infección estreptocócica, sin otra especificación",
A492,"Infección por haemophilus influenzae, sin otra especificación",
A493,"Infección por micoplasma, sin otra especificación",
A498,Otras infecciones bacterianas de sitio no especificado,
A499,"Infección bacteriana, no especificada",
A500,"Sífilis congénita precoz, sintomática",
A501,"Sífilis congénita precoz, latente",
A502,Sífilis congénita precoz sin otra especificación,
A503,Oculopatía sifilítica congénita tardía,
A504,Neurosífilis congénita tardía [neurosífilis juvenil],
A505,"Otras formas de sífilis congénita tardía, sintomática",
A506,"Sífilis congénita tardía, latente",
A507,"Sífilis congénita tardía, sin otra especificación",
A509,"Sífilis congénita, sin otra especificación",
A510,Sífilis genital primaria,
A511,Sífilis primaria anal,
A512,Sífilis primaria en otros sitios,
A513,Sífilis secundaria de piel y membranas mucosas,
A514,Otras sífilis secundarias,
A515,"Sífilis precoz, latente",
A519,"Sífilis precoz, sin otra especificación",
A52,Sífilis tardía,|I5
A520,Sífilis cardiovascular,
A521,Neurosífilis sintomática,
A522,Neurosífilis asintomática,
A523,Neurosífilis no especificada,
A527,Otras sífilis tardías sintomáticas,
A528,"Sífilis tardía, latente",
A529,"Sífilis tardía, no especificada",
A53,Otras sífilis y las no especificadas,|I5
A530,"Sífilis latente, no especificada como precoz o tardía",
A539,"Sífilis, no especificada",
A54,Infección gonocócica,|I5
A540,Infección gonocócica del tracto genitourinario inferior sin absceso periuretral o de glándula accesoria,
A541,Infección gonocócica del tracto genitourinario inferior con absceso periuretral y de glándulas accesorias,
A542,Pelviperitonitis gonocócica y otras infecciones gonocócicas genitourinarias,
A543,Infección gonocócica del ojo,
A544,Infección gonocócica del sistema osteomuscular,
A545,Faringitis gonocócica,
A546,Infección gonocócica del ano y del recto,
A548,Otras infecciones gonocócicas,
A549,"Infección, gonocócica, no especificada",
A55,Linfogranuloma (venéreo) por clamidias,|I5
A56,Otras enfermedades de transmisión sexual debidas a clamidias,|I5
A560,Infección del tracto genitourinario inferior debida a clamidias,
A561,Infección del pelviperitoneo y otros órganos genitourinarios debida a clamidias,
A562,"Infecciones del tracto genitourinario debidas a clamidias, sin otra especificación",
A563,Infección del ano y del recto debida a clamidias,
A564,Infección de faringe debida a clamidias,
A568,Infección de transmisión sexual de otros sitios debida a clamidias,
A57,Chancro blando,|I5
A58,Granuloma inguinal,|I5
A59,Tricomoniasis,|I5
A590,Tricomoniasis urogenital,
A598,Tricomoniasis de otros sitios,
A599,"Tricomoniasis, no especificada",
A60,Infección anogenital debida a virus del herpes (herpes simple),|I5
A600,Infección de genitales y trayecto urogenital y debida a virus del herpes [herpes simple],
